year,gender,age_group,racial_identity,sexual_orientation,language,income_sources,health_challenges,immigration_status,location_tonight,shelter_past_year,education,acquired_brain_injury
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,Post-secondary or higher,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Employment,Mental health issue,No,Emergency shelter,Yes,Post-secondary or higher,Yes
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,Less than high school,No
2019,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Disability benefit,Physical limitation,No,Institution,Yes,Post-secondary or higher,No
2019,Women,25 to 49 years old,Racialized,Heterosexual,English,Seniors' benefits,Mental health issue,No,Someone else's place,Yes,Post-secondary or higher,Yes
2019,Men,50 to 64 years old,Racialized,Heterosexual,French,Ontario Works,Mental health issue,No,Emergency shelter,Yes,Less than high school,Yes
2019,Women,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Medical condition,"Yes, immigrant",Institution,Yes,Less than high school,No
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,No,High school graduate,Yes
2019,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Transitional housing,Yes,Less than high school,Yes
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,Some post-secondary,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Medical condition,No,Emergency shelter,Yes,High school graduate,Yes
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Motel / Hotel,Yes,Some post-secondary,No
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,French,Ontario Works,Medical condition,No,Emergency shelter,Yes,Less than high school,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,Neither English or French,Ontario Works,Medical condition,No,Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Seniors' benefits,Addiction,No,Emergency shelter,Yes,Less than high school,Yes
2019,Women,50 to 64 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Disability benefit,Physical disability,No,Emergency shelter,Yes,High school graduate,No
2019,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",French,Disability benefit,Medical condition,No,Transitional housing,Yes,High school graduate,Yes
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Emergency shelter,Yes,Less than high school,No
2019,Women,18 to 24 years old,Non-racialized,Heterosexual,English,Employment,Addiction,No,Emergency shelter,Yes,Less than high school,Yes
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,No,High school graduate,No
2019,Women,18 to 24 years old,Non-racialized,"Gay, lesbian and other",French,Employment,Mental health issue,No,Motel / Hotel,Yes,Post-secondary or higher,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,French,Employment insurance,Addiction,"Yes, refugee or refugee claimant",Institution,No,Less than high school,No
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2019,Women,25 to 49 years old,Racialized,Heterosexual,French,Disability benefit,Medical condition,No,Emergency shelter,Yes,Less than high school,Yes
2019,Men,18 to 24 years old,Non-racialized,Heterosexual,English,Money from family/friends,Medical condition,No,Institution,Yes,High school graduate,No
2019,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Motel / Hotel,Yes,Post-secondary or higher,Yes
2019,Men,18 to 24 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical limitation,No,Emergency shelter,No,High school graduate,No
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Employment,Physical disability,No,Emergency shelter,Yes,Some post-secondary,No
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical disability,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Less than high school,No
2019,Women,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Physical disability,No,Emergency shelter,Yes,Less than high school,No
2019,Men,18 to 24 years old,Racialized,Heterosexual,Neither English or French,Ontario Works,Addiction,No,Emergency shelter,Yes,High school graduate,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,No,Less than high school,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,Less than high school,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,French,Ontario Works,Addiction,No,Emergency shelter,Yes,High school graduate,Yes
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Institution,No,Less than high school,No
2019,Women,25 to 49 years old,Racialized,Heterosexual,English,Other,Physical limitation,"Yes, immigrant",Emergency shelter,Yes,Less than high school,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Transitional housing,Yes,Less than high school,No
2019,Men,50 to 64 years old,Racialized,Heterosexual,Neither English or French,Ontario Works,Addiction,"Yes, immigrant",Transitional housing,Yes,Less than high school,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical limitation,"Yes, immigrant",Emergency shelter,Yes,Post-secondary or higher,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Transitional housing,Yes,Post-secondary or higher,Yes
2019,Women,18 to 24 years old,Non-racialized,Heterosexual,French,Ontario Works,Substance use issue,"Yes, immigrant",Emergency shelter,Yes,Less than high school,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Motel / Hotel,Yes,High school graduate,Yes
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,Neither English or French,Ontario Works,Substance use issue,No,Someone else's place,No,Less than high school,Yes
2019,Women,25 to 49 years old,Racialized,Heterosexual,English,Seniors' benefits,Medical condition,No,Transitional housing,Yes,Post-secondary or higher,No
2019,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Ontario Works,Mental health issue,"Yes, refugee or refugee claimant",Someone else's Place,Yes,Less than high school,Yes
2019,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Ontario Works,Substance use issue,No,Emergency shelter,No,Less than high school,No
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,Neither English or French,Seniors' benefits,Mental health issue,No,Emergency shelter,Yes,Some post-secondary,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,GST/HST refund,Medical condition,No,Someone else's Place,Yes,Post-secondary or higher,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,French,Ontario Works,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,High school graduate,No
2019,Women,50 to 64 years old,Non-racialized,"Gay, lesbian and other",English,Ontario Works,Addiction,No,Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,50 to 64 years old,Non-racialized,Heterosexual,English,Student loans,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Motel / Hotel,Yes,High school graduate,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Money from family/friends,Medical condition,No,Emergency shelter,Yes,Less than high school,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Employment,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,French,Disability benefit,Substance use issue,No,Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Institution,Yes,High school graduate,No
2019,Women,25 to 49 years old,Non-racialized,Heterosexual,English,Employment,Addiction,"Yes, immigrant",Transitional housing,Yes,Some post-secondary,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,No,Transitional housing,Yes,Some post-secondary,Yes
2019,Men,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Mental health issue,"Yes, immigrant",Someone else's Place,No,Less than high school,No
2019,Men,18 to 24 years old,Non-racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,Yes,Less than high school,Yes
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Medical condition,"Yes, refugee or refugee claimant",Emergency shelter,Yes,High school graduate,No
2019,Women,50 to 64 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Emergency shelter,No,Less than high school,No
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Learning/cognitive limitation,No,Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,18 to 24 years old,Racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Institution,Yes,Less than high school,Yes
2019,Women,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Learning/cognitive limitation,"Yes, refugee or refugee claimant",Transitional housing,Yes,High school graduate,No
2019,Men,25 to 49 years old,Non-racialized,"Gay, lesbian and other",Neither English or French,Ontario Works,Physical limitation,No,Emergency shelter,Yes,High school graduate,No
2019,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Substance use issue,No,Transitional housing,Yes,High school graduate,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Employment,Addiction,"Yes, immigrant",Emergency shelter,Yes,Less than high school,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,No preference,Other,Physical disability,"Yes, immigrant",Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",No preference,Ontario Works,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2019,Men,50 to 64 years old,Racialized,Heterosexual,English,Disability benefit,Addiction,No,Motel / Hotel,Yes,Less than high school,Yes
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Ontario Works,Addiction,No,Transitional housing,Yes,Some post-secondary,No
2019,Women,25 to 49 years old,Racialized,"Gay, lesbian and other",English,Disability benefit,Addiction,No,Transitional housing,No,Some post-secondary,No
2019,Women,25 to 49 years old,Racialized,Heterosexual,French,Ontario Works,Medical condition,No,Emergency shelter,Yes,Some post-secondary,Yes
2019,Men,25 to 49 years old,Racialized,Heterosexual,English,Seniors' benefits,Physical disability,No,Emergency shelter,Yes,Less than high school,Yes
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Medical condition,"Yes, refugee or refugee claimant",Unsheltered,Yes,Post-secondary or higher,Yes
2019,Women,13 to 17 years old,Non-racialized,Heterosexual,French,Ontario Works,Mental health issue,No,Unsheltered,Yes,Less than high school,No
2019,Women,18 to 24 years old,Racialized,Heterosexual,English,Employment,Medical condition,No,Emergency shelter,No,Less than high school,No
2019,Men,18 to 24 years old,Non-racialized,Heterosexual,French,Ontario Works,Addiction,No,Emergency shelter,Yes,Less than high school,No
2019,Women,25 to 49 years old,Non-racialized,"Gay, lesbian and other",English,Ontario Works,Mental health issue,No,Emergency shelter,Yes,Post-secondary or higher,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Addiction,No,Emergency shelter,Yes,Some post-secondary,Yes
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Ontario Works,Physical disability,No,Unsure,No,Less than high school,No
2019,Men,50 to 64 years old,Racialized,"Gay, lesbian and other",English,Other,Addiction,No,Someone else's Place,No,Less than high school,No
2019,Men,25 to 49 years old,Non-racialized,Heterosexual,English,Disability benefit,Learning/cognitive limitation,"Yes, immigrant",Emergency shelter,Yes,Some post-secondary,No
2019,Women,50 to 64 years old,Non-racialized,Heterosexual,English,Disability benefit,Addiction,No,Unsheltered,No,Post-secondary or higher,No
2019,Men,50 to 64 years old,Racialized,Heterosexual,English,Child and family tax benefits,Medical condition,No,Emergency shelter,Yes,High school graduate,No
2019,Men,18 to 24 years old,Racialized,Heterosexual,English,Ontario Works,Physical limitation,No,Transitional housing,Yes,High school graduate,No
2019,Women,18 to 24 years old,Non-racialized,Heterosexual,English,Ontario Works,Mental health issue,No,Transitional housing,Yes,Less than high school,Yes
