Topic,Sector,Period,Question,Response,Denominator,Numerator,Percent
Experiences of homelessness,All,April 2018,4. What happened that caused you to lose your housing most recently?,Unable to pay rent or mortgage,1400,164,11.7
Experiences of homelessness,All,April 2018,4. What happened that caused you to lose your housing most recently?,Unsafe housing,1400,145,10.4
Experiences of homelessness,All,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,1340,408,30.4
Experiences of homelessness,All,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,2595,548,21.1
Experiences of homelessness,All,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,1340,687,51.3
Experiences of homelessness,All,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,2595,1160,44.7
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Child and family tax benefits,1400,33,2.4
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Disability benefit,1400,364,26.0
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Employment,1400,123,8.8
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Employment insurance,1400,17,1.2
Experiences of homelessness,All,April 2018,5. What are your sources of income?,GST/HST refund,1400,29,2.1
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Informal income (eg. bottle returns),1400,34,2.4
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Money from family/friends,1400,17,1.2
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Ontario Works,1400,698,49.9
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Other,1400,59,4.2
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Seniors' benefits,1400,54,3.9
Experiences of homelessness,All,April 2018,5. What are your sources of income?,Student loans,1400,8,0.6
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Casual employment,1340,31,2.3
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Casual employment,2595,97,3.7
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Child and family tax benefits,1340,67,5.0
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Child and family tax benefits,2595,109,4.2
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Disability benefit,1340,437,32.6
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Disability benefit,2595,519,20.0
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Employment insurance,1340,53,4.0
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Employment insurance,2595,61,2.4
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Full-time employment,1340,49,3.7
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Full-time employment,2595,137,5.3
Experiences of homelessness,All,October 2021,6. What are your sources of income?,GST/HST refund,1340,58,4.3
Experiences of homelessness,All,October 2024,6. What are your sources of income?,GST/HST refund,2595,85,3.3
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Informal income (eg. bottle returns),1340,65,4.9
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Informal income (eg. bottle returns),2595,244,9.4
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Money from family/friends,1340,33,2.5
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Money from family/friends,2595,86,3.3
Experiences of homelessness,All,October 2021,6. What are your sources of income?,No income,1340,79,5.9
Experiences of homelessness,All,October 2024,6. What are your sources of income?,No income,2595,377,14.5
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Ontario Works,1340,531,39.6
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Ontario Works,2595,1181,45.5
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Other,1340,43,3.2
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Other,2595,122,4.7
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Part-time employment,1340,56,4.2
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Part-time employment,2595,162,6.2
Experiences of homelessness,All,October 2021,6. What are your sources of income?,Seniors' benefits,1340,69,5.1
Experiences of homelessness,All,October 2024,6. What are your sources of income?,Seniors' benefits,2595,92,3.5
Experiences of homelessness,Family,October 2021,1. How old were you the first time you experienced homelessness?,18 to 24 years old,137,16,11.7
Experiences of homelessness,Family,April 2018,1. How old were you the first time you experienced homelessness?,18 to 24 years old,213,16,7.5
Experiences of homelessness,Family,October 2024,1. How old were you the first time you experienced homelessness?,18 to 24 years old,248,16,6.5
Experiences of homelessness,Family,October 2021,1. How old were you the first time you experienced homelessness?,25 to 49 years old,137,83,60.6
Experiences of homelessness,Family,April 2018,1. How old were you the first time you experienced homelessness?,25 to 49 years old,213,134,62.9
Experiences of homelessness,Family,October 2024,1. How old were you the first time you experienced homelessness?,25 to 49 years old,248,178,71.8
Experiences of homelessness,Family,April 2018,1. How old were you the first time you experienced homelessness?,50 to 64 years old,213,16,7.5
Experiences of homelessness,Family,October 2021,1. How old were you the first time you experienced homelessness?,Over 50 years old,137,9,6.6
Experiences of homelessness,Family,October 2024,1. How old were you the first time you experienced homelessness?,Over 50 years old,248,18,7.3
Experiences of homelessness,Family,April 2018,1. How old were you the first time you experienced homelessness?,Over 65 years old,213,0,0.0
Experiences of homelessness,Family,October 2021,1. How old were you the first time you experienced homelessness?,Under 12 years old,137,20,14.6
Experiences of homelessness,Family,October 2024,1. How old were you the first time you experienced homelessness?,Under 12 years old,248,0,0.0
Experiences of homelessness,Family,October 2021,1. How old were you the first time you experienced homelessness?,Under 17 years old,137,16,11.7
Experiences of homelessness,Family,April 2018,1. How old were you the first time you experienced homelessness?,Under 17 years old,213,31,14.6
Experiences of homelessness,Family,October 2024,1. How old were you the first time you experienced homelessness?,Under 17 years old,248,11,4.4
Experiences of homelessness,Family,October 2021,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,137,56,40.9
Experiences of homelessness,Family,April 2018,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,213,99,46.5
Experiences of homelessness,Family,October 2024,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,248,111,44.8
Experiences of homelessness,Family,October 2021,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,137,78,56.9
Experiences of homelessness,Family,April 2018,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,213,105,49.3
Experiences of homelessness,Family,October 2024,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,248,98,39.5
Experiences of homelessness,Family,April 2018,"3. In total, how many different times have you experienced homelessness in the past year?",3 or more episodes of homelessness,213,8,3.8
Experiences of homelessness,Family,April 2018,"3. In total, how many different times have you experienced homelessness in the past year?",Less than 3 episodes of homelessness,213,195,91.5
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,"Complaint (eg. pets, noise, damage)",137,5,4
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,"Complaint (eg. pets, noise, damage)",248,2,0.8
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with family member,137,6,4
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with family member,248,0,0.0
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,137,8,6
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,248,3,1.2
